ano,territorio,grupamento_modelo,inscritos,universo_elegivel_proxy,tendencia,tend_bercario,tend_maternal_i,tend_maternal_ii,prev_modelo,p10,p90,p025,p975,alpha_nb,taxa_anterior,prev_persistencia,ano_treino_final,ano_teste
2025,ENGENHO RAINHA,Bercario,111,476.0,4,4,0,0,115.28161256194387,80.0,153.0,66.0,178.0,0.05349348228090407,0.2403846153846154,114.42307692307692,2024,2025
2025,ENGENHO RAINHA,Maternal I,98,272.0,4,0,4,0,100.78032295903004,70.0,134.0,57.0,156.0,0.05349348228090407,0.4426877470355731,120.41106719367589,2024,2025
2025,ENGENHO RAINHA,Maternal II,43,253.0,4,0,0,4,49.395868693001916,33.0,67.0,26.0,79.0,0.05349348228090407,0.3146067415730337,79.59550561797752,2024,2025
2025,ESTACIO,Bercario,109,350.0,4,4,0,0,118.42057405777874,82.0,157.0,67.0,182.0,0.05349348228090407,0.39660056657223797,138.81019830028328,2024,2025
2025,ESTACIO,Maternal I,62,178.0,4,0,4,0,92.13674631754769,64.0,123.0,52.0,143.0,0.05349348228090407,0.38071065989847713,67.76649746192894,2024,2025
2025,ESTACIO,Maternal II,35,197.0,4,0,0,4,53.73315731802361,36.0,73.0,29.0,85.0,0.05349348228090407,0.11650485436893204,22.951456310679614,2024,2025
2025,FLAMENGO,Bercario,41,516.0,4,4,0,0,50.9297114791993,34.0,69.0,27.0,81.0,0.05349348228090407,0.10088495575221239,52.05663716814159,2024,2025
2025,FLAMENGO,Maternal I,30,297.0,4,0,4,0,44.8468263744685,30.0,61.0,24.0,72.0,0.05349348228090407,0.12547528517110265,37.266159695817485,2024,2025
2025,FLAMENGO,Maternal II,15,263.0,4,0,0,4,20.926388270110117,13.0,30.0,9.0,35.0,0.05349348228090407,0.07168458781362007,18.85304659498208,2024,2025
2025,FREGUESIA ILHA,Bercario,75,321.0,4,4,0,0,70.77049023340469,48.0,95.0,39.0,111.0,0.05349348228090407,0.275,88.275,2024,2025
2025,FREGUESIA ILHA,Maternal I,43,155.0,4,0,4,0,52.27964398471348,35.0,71.0,28.0,83.0,0.05349348228090407,0.24313725490196078,37.68627450980392,2024,2025
2025,FREGUESIA ILHA,Maternal II,27,255.0,4,0,0,4,45.321509714087526,30.0,62.0,24.0,72.0,0.05349348228090407,0.19895287958115182,50.73298429319372,2024,2025
2025,FREGUESIA JPA,Bercario,142,1172.0,4,4,0,0,152.44340438922205,107.0,202.0,88.0,233.0,0.05349348228090407,0.13104013104013104,153.5790335790336,2024,2025
2025,FREGUESIA JPA,Maternal I,104,626.0,4,0,4,0,124.56875162003644,87.0,165.0,71.0,192.0,0.05349348228090407,0.2148626817447496,134.50403877221325,2024,2025
2025,FREGUESIA JPA,Maternal II,32,619.0,4,0,0,4,64.90657495845073,44.0,87.0,35.0,102.0,0.05349348228090407,0.08898305084745763,55.08050847457627,2024,2025
2025,GALEAO,Bercario,108,612.0,4,4,0,0,174.69253232383576,123.0,231.0,101.0,267.0,0.05349348228090407,0.19207317073170732,117.54878048780488,2024,2025
2025,GALEAO,Maternal I,88,347.0,4,0,4,0,151.53262433496283,106.0,201.0,87.0,232.0,0.05349348228090407,0.2958904109589041,102.67397260273972,2024,2025
2025,GALEAO,Maternal II,75,365.0,4,0,0,4,83.99100907341102,58.0,112.0,47.0,131.0,0.05349348228090407,0.34,124.10000000000001,2024,2025
2025,GAMBOA,Bercario,51,234.0,4,4,0,0,63.588456120879066,43.0,86.0,35.0,100.0,0.05349348228090407,0.3107569721115538,72.71713147410358,2024,2025
2025,GAMBOA,Maternal I,40,126.0,4,0,4,0,52.38256012546239,35.0,71.0,28.0,83.0,0.05349348228090407,0.3141025641025641,39.57692307692307,2024,2025
2025,GAMBOA,Maternal II,24,156.0,4,0,0,4,34.17464705306583,22.0,47.0,17.0,56.0,0.05349348228090407,0.2662337662337662,41.53246753246753,2024,2025
2025,GARDENIA AZUL,Bercario,220,757.0,4,4,0,0,258.7819619216732,183.0,341.0,151.0,393.0,0.05349348228090407,0.2801678908709339,212.08709338929697,2024,2025
2025,GARDENIA AZUL,Maternal I,235,529.0,4,0,4,0,276.6607470451184,196.0,364.0,162.0,420.0,0.05349348228090407,0.5488069414316703,290.3188720173536,2024,2025
2025,GARDENIA AZUL,Maternal II,168,461.0,4,0,0,4,127.04455701133028,89.0,169.0,73.0,195.0,0.05349348228090407,0.2976827094474153,137.23172905525846,2024,2025
2025,GAVEA,Bercario,203,279.0,4,4,0,0,119.22571508629338,83.0,158.0,68.0,184.0,0.05349348228090407,0.641566265060241,178.99698795180723,2024,2025
2025,GAVEA,Maternal I,125,167.0,4,0,4,0,109.17820642321696,76.0,145.0,62.0,168.0,0.05349348228090407,0.8654970760233918,144.53801169590642,2024,2025
2025,GAVEA,Maternal II,61,171.0,4,0,0,4,58.9086213921481,40.0,80.0,32.0,93.0,0.05349348228090407,0.54421768707483,93.06122448979593,2024,2025
2025,GERICINO,Bercario,0,33.0,4,4,0,0,5.967341113578972,3.0,10.0,1.0,12.0,0.05349348228090407,0.0,0.0,2024,2025
2025,GERICINO,Maternal II,0,12.0,4,0,0,4,1.7493035872664247,0.0,4.0,0.0,5.0,0.05349348228090407,0.0,0.0,2024,2025
2025,GLORIA,Bercario,46,100.0,4,4,0,0,26.835523615127926,17.0,38.0,13.0,44.0,0.05349348228090407,0.43564356435643564,43.56435643564357,2024,2025
2025,GLORIA,Maternal I,23,44.0,4,0,4,0,18.06410719789018,11.0,26.0,8.0,31.0,0.05349348228090407,0.3333333333333333,14.666666666666666,2024,2025
2025,GLORIA,Maternal II,8,69.0,4,0,0,4,14.92712537961176,9.0,22.0,6.0,26.0,0.05349348228090407,0.23076923076923078,15.923076923076923,2024,2025
2025,GRAJAU,Bercario,69,431.0,4,4,0,0,74.5138981548121,51.0,100.0,41.0,116.0,0.05349348228090407,0.18859649122807018,81.28508771929825,2024,2025
2025,GRAJAU,Maternal I,24,234.0,4,0,4,0,61.89130254243476,42.0,83.0,34.0,97.0,0.05349348228090407,0.16883116883116883,39.506493506493506,2024,2025
2025,GRAJAU,Maternal II,17,231.0,4,0,0,4,32.19504302927823,21.0,45.0,16.0,53.0,0.05349348228090407,0.10714285714285714,24.75,2024,2025
2025,GRUMARI,Bercario,0,5.0,4,4,0,0,0.9501056066302251,0.0,2.0,0.0,3.0,0.05349348228090407,0.0,0.0,2024,2025
2025,GRUMARI,Maternal I,1,2.0,4,0,4,0,0.5814141859002052,0.0,2.0,0.0,2.0,0.05349348228090407,0.0,0.0,2024,2025
2025,GRUMARI,Maternal II,1,5.0,4,0,0,4,0.7659296769527721,0.0,2.0,0.0,3.0,0.05349348228090407,0.4,2.0,2024,2025
2025,GUADALUPE,Bercario,153,754.0,4,4,0,0,165.7975024710466,116.0,219.0,96.0,254.0,0.05349348228090407,0.20317820658342792,153.19636776390465,2024,2025
2025,GUADALUPE,Maternal I,137,481.0,4,0,4,0,161.81004040948923,114.0,214.0,93.0,248.0,0.05349348228090407,0.37924151696606784,182.41516966067863,2024,2025
2025,GUADALUPE,Maternal II,115,501.0,4,0,0,4,88.80989987403397,61.0,119.0,50.0,138.0,0.05349348228090407,0.21455938697318008,107.49425287356323,2024,2025
2025,GUARATIBA,Bercario,931,3694.0,4,4,0,0,1207.8862475306805,864.0,1580.0,720.0,1819.0,0.05349348228090407,0.28985107556536127,1070.7098731384444,2024,2025
2025,GUARATIBA,Maternal I,812,1787.0,4,0,4,0,893.9381045333421,639.0,1170.0,532.0,1347.0,0.05349348228090407,0.49737670514165794,888.8121720881427,2024,2025
2025,GUARATIBA,Maternal II,619,1906.0,4,0,0,4,502.4224744130097,358.0,659.0,297.0,759.0,0.05349348228090407,0.35987590486039295,685.9234746639089,2024,2025
2025,HIGIENOPOLIS,Bercario,47,224.0,4,4,0,0,37.40127468774023,24.0,51.0,19.0,60.0,0.05349348228090407,0.2621359223300971,58.71844660194175,2024,2025
2025,HIGIENOPOLIS,Maternal I,29,105.0,4,0,4,0,26.821399579556275,17.0,38.0,13.0,44.0,0.05349348228090407,0.24324324324324326,25.54054054054054,2024,2025
2025,HIGIENOPOLIS,Maternal II,14,111.0,4,0,0,4,14.940955784854907,9.0,22.0,6.0,26.0,0.05349348228090407,0.1694915254237288,18.813559322033896,2024,2025
2025,HONORIO GURGEL,Bercario,89,361.0,4,4,0,0,90.7534904848663,63.0,121.0,51.0,141.0,0.05349348228090407,0.2589928057553957,93.49640287769785,2024,2025
2025,HONORIO GURGEL,Maternal I,82,231.0,4,0,4,0,88.84272424711112,61.0,119.0,50.0,138.0,0.05349348228090407,0.3783783783783784,87.4054054054054,2024,2025
2025,HONORIO GURGEL,Maternal II,56,222.0,4,0,0,4,44.99104973809817,30.0,61.0,24.0,72.0,0.05349348228090407,0.23921568627450981,53.10588235294118,2024,2025
2025,HUMAITA,Bercario,6,146.0,4,4,0,0,15.474122733306588,9.0,23.0,6.0,27.0,0.05349348228090407,0.061224489795918366,8.938775510204081,2024,2025
2025,HUMAITA,Maternal I,7,76.0,4,0,4,0,12.323115679803669,7.0,18.0,5.0,22.0,0.05349348228090407,0.14285714285714285,10.857142857142856,2024,2025
2025,HUMAITA,Maternal II,2,84.0,4,0,0,4,7.177108036600744,3.0,11.0,2.0,14.0,0.05349348228090407,0.020833333333333332,1.75,2024,2025
2025,ILHA GUARATIBA,Bercario,1,69.0,4,4,0,0,13.929311546590428,8.0,20.0,6.0,25.0,0.05349348228090407,0.1111111111111111,7.666666666666666,2024,2025
2025,INHAUMA,Bercario,328,1048.0,4,4,0,0,289.4763719984074,205.0,381.0,170.0,439.0,0.05349348228090407,0.36693914623069934,384.5522252497729,2024,2025
2025,INHAUMA,Maternal I,355,529.0,4,0,4,0,223.54309629198772,158.0,295.0,130.0,340.0,0.05349348228090407,0.47066326530612246,248.9808673469388,2024,2025
2025,INHAUMA,Maternal II,132,784.0,4,0,0,4,174.57615229047462,123.0,231.0,101.0,267.0,0.05349348228090407,0.23529411764705882,184.47058823529412,2024,2025
2025,INHOAIBA,Bercario,522,1480.0,4,4,0,0,538.7220865732692,384.0,706.0,319.0,814.0,0.05349348228090407,0.3384223918575064,500.86513994910945,2024,2025
2025,INHOAIBA,Maternal I,385,824.0,4,0,4,0,458.864044907426,327.0,602.0,271.0,694.0,0.05349348228090407,0.47798066595059074,393.85606874328676,2024,2025
2025,INHOAIBA,Maternal II,219,931.0,4,0,0,4,273.1931231301406,193.0,359.0,160.0,415.0,0.05349348228090407,0.2326086956521739,216.5586956521739,2024,2025
2025,IPANEMA,Bercario,11,508.0,4,4,0,0,29.752846383632424,19.0,41.0,15.0,49.0,0.05349348228090407,0.016,8.128,2024,2025
2025,IPANEMA,Maternal I,14,246.0,4,0,4,0,22.04213543141174,14.0,31.0,10.0,37.0,0.05349348228090407,0.06529209621993128,16.061855670103093,2024,2025
2025,IPANEMA,Maternal II,9,291.0,4,0,0,4,13.739622892543771,8.0,20.0,5.0,24.0,0.05349348228090407,0.01968503937007874,5.728346456692913,2024,2025
2025,IRAJA,Bercario,302,1468.0,4,4,0,0,305.7767812649691,217.0,402.0,180.0,464.0,0.05349348228090407,0.18823529411764706,276.32941176470587,2024,2025
2025,IRAJA,Maternal I,249,829.0,4,0,4,0,264.1719679132302,187.0,348.0,155.0,401.0,0.05349348228090407,0.30814639905548996,255.4533648170012,2024,2025
2025,IRAJA,Maternal II,128,847.0,4,0,0,4,142.22596063348362,99.0,188.0,82.0,218.0,0.05349348228090407,0.18299881936245574,155.0,2024,2025
2025,ITANHANGA,Bercario,207,1535.0,4,4,0,0,477.787441130546,340.0,627.0,283.0,722.0,0.05349348228090407,0.18896103896103897,290.05519480519484,2024,2025
2025,ITANHANGA,Maternal I,291,721.0,4,0,4,0,343.3328562497926,244.0,451.0,202.0,520.0,0.05349348228090407,0.49081364829396323,353.8766404199475,2024,2025
2025,ITANHANGA,Maternal II,277,762.0,4,0,0,4,191.2046006146055,135.0,252.0,111.0,292.0,0.05349348228090407,0.4104372355430183,312.75317348377996,2024,2025
2025,JABOUR,Bercario,0,19.0,4,4,0,0,3.8383276131237376,1.0,7.0,0.0,9.0,0.05349348228090407,0.0,0.0,2024,2025
2025,JABOUR,Maternal I,0,1.0,4,0,4,0,0.3090595664797119,0.0,1.0,0.0,2.0,0.05349348228090407,0.26630110339739077,0.26630110339739077,2024,2025
2025,JACARE,Bercario,227,278.0,4,4,0,0,116.68509873513327,81.0,155.0,66.0,180.0,0.05349348228090407,0.5720620842572062,159.03325942350332,2024,2025
2025,JACARE,Maternal I,127,288.0,4,0,4,0,184.93403333167606,130.0,244.0,107.0,282.0,0.05349348228090407,0.46835443037974683,134.8860759493671,2024,2025
2025,JACARE,Maternal II,80,316.0,4,0,0,4,106.92387782473472,74.0,142.0,61.0,165.0,0.05349348228090407,0.3042168674698795,96.13253012048193,2024,2025
2025,JACAREPAGUA,Bercario,488,4521.0,4,4,0,0,899.0982738299672,642.0,1177.0,535.0,1355.0,0.05349348228090407,0.14035087719298245,634.5263157894736,2024,2025
2025,JACAREPAGUA,Maternal I,501,1957.0,4,0,4,0,595.4115214505928,425.0,780.0,353.0,899.0,0.05349348228090407,0.2537313432835821,496.55223880597015,2024,2025
2025,JACAREPAGUA,Maternal II,401,2546.0,4,0,0,4,408.1765704988585,290.0,536.0,241.0,618.0,0.05349348228090407,0.2167426440116038,551.8267716535433,2024,2025
2025,JACAREZINHO,Bercario,31,563.0,4,4,0,0,53.963414673038535,36.0,73.0,29.0,85.0,0.05349348228090407,0.09174311926605505,51.65137614678899,2024,2025
2025,JACAREZINHO,Maternal I,9,157.0,4,0,4,0,23.02207329246113,14.0,32.0,11.0,39.0,0.05349348228090407,0.09615384615384616,15.096153846153847,2024,2025
2025,JACAREZINHO,Maternal II,12,208.0,4,0,0,4,16.072053867629943,9.0,23.0,7.0,28.0,0.05349348228090407,0.06341463414634146,13.190243902439025,2024,2025
2025,JARDIM AMERICA,Bercario,145,459.0,4,4,0,0,122.50155250131351,85.0,163.0,70.0,188.0,0.05349348228090407,0.24736842105263157,113.5421052631579,2024,2025
2025,JARDIM AMERICA,Maternal I,135,289.0,4,0,4,0,117.99959088704844,82.0,157.0,67.0,182.0,0.05349348228090407,0.5163398692810458,149.22222222222223,2024,2025
2025,JARDIM AMERICA,Maternal II,47,306.0,4,0,0,4,65.83659323677772,45.0,89.0,36.0,103.0,0.05349348228090407,0.1529745042492918,46.81019830028329,2024,2025
2025,JARDIM BOTANICO,Bercario,20,212.0,4,4,0,0,18.284994492246664,11.0,26.0,8.0,31.0,0.05349348228090407,0.05263157894736842,11.157894736842104,2024,2025
2025,JARDIM BOTANICO,Maternal I,15,118.0,4,0,4,0,15.57021938745884,9.0,23.0,6.0,27.0,0.05349348228090407,0.13392857142857142,15.803571428571429,2024,2025
2025,JARDIM BOTANICO,Maternal II,7,112.0,4,0,0,4,7.787427417607623,4.0,12.0,2.0,15.0,0.05349348228090407,0.040983606557377046,4.590163934426229,2024,2025
2025,JARDIM CARIOCA,Bercario,77,363.0,4,4,0,0,58.71757526479259,40.0,79.0,32.0,93.0,0.05349348228090407,0.21144278606965175,76.75373134328359,2024,2025
2025,JARDIM CARIOCA,Maternal I,59,213.0,4,0,4,0,52.710221741995596,35.0,71.0,28.0,84.0,0.05349348228090407,0.25116279069767444,53.49767441860465,2024,2025
2025,JARDIM CARIOCA,Maternal II,25,215.0,4,0,0,4,28.03605893720836,18.0,39.0,14.0,46.0,0.05349348228090407,0.13924050632911392,29.93670886075949,2024,2025
2025,JARDIM GUANABARA,Bercario,11,336.0,4,4,0,0,25.120405308921672,16.0,35.0,12.0,42.0,0.05349348228090407,0.03783783783783784,12.713513513513515,2024,2025
2025,JARDIM GUANABARA,Maternal I,13,194.0,4,0,4,0,22.189261407025693,14.0,31.0,10.0,37.0,0.05349348228090407,0.035,6.790000000000001,2024,2025
2025,JARDIM GUANABARA,Maternal II,8,200.0,4,0,0,4,12.054088532067018,7.0,18.0,4.0,22.0,0.05349348228090407,0.07428571428571429,14.857142857142858,2024,2025
2025,JARDIM SULACAP,Bercario,32,299.0,4,4,0,0,45.217222050716785,30.0,62.0,24.0,72.0,0.05349348228090407,0.10372340425531915,31.013297872340424,2024,2025
2025,JARDIM SULACAP,Maternal I,44,200.0,4,0,4,0,46.27180453246672,31.0,63.0,24.0,74.0,0.05349348228090407,0.27586206896551724,55.172413793103445,2024,2025
2025,JARDIM SULACAP,Maternal II,28,174.0,4,0,0,4,21.21284672210028,13.0,30.0,10.0,36.0,0.05349348228090407,0.19696969696969696,34.27272727272727,2024,2025
2025,JOA,Bercario,1,11.0,4,4,0,0,2.027828185362024,0.0,4.0,0.0,5.0,0.05349348228090407,0.0,0.0,2024,2025
2025,JOA,Maternal I,0,8.0,4,0,4,0,2.2562239690373778,0.0,4.0,0.0,6.0,0.05349348228090407,0.0,0.0,2024,2025
2025,JOA,Maternal II,0,11.0,4,0,0,4,1.6347380502666016,0.0,3.0,0.0,5.0,0.05349348228090407,0.0,0.0,2024,2025
2025,LAGOA,Bercario,3,245.0,4,4,0,0,17.84944517179597,11.0,26.0,8.0,31.0,0.05349348228090407,0.01968503937007874,4.822834645669292,2024,2025
2025,LAGOA,Maternal I,6,137.0,4,0,4,0,15.269786174880014,9.0,22.0,6.0,27.0,0.05349348228090407,0.0234375,3.2109375,2024,2025
2025,LAGOA,Maternal II,0,128.0,4,0,0,4,7.517710937361839,4.0,12.0,2.0,15.0,0.05349348228090407,0.006756756756756757,0.8648648648648649,2024,2025
2025,LAPA,Bercario,0,77.0,4,4,0,0,9.484741340054248,5.0,14.0,3.0,18.0,0.05349348228090407,0.0,0.0,2024,2025
2025,LAPA,Maternal I,0,15.0,4,0,4,0,2.826700379590949,1.0,5.0,0.0,7.0,0.05349348228090407,0.0,0.0,2024,2025
2025,LAPA,Maternal II,0,34.0,4,0,0,4,3.3762197014085507,1.0,6.0,0.0,8.0,0.05349348228090407,0.0,0.0,2024,2025
2025,LARANJEIRAS,Bercario,49,497.0,4,4,0,0,50.71066042122486,34.0,69.0,27.0,81.0,0.05349348228090407,0.09778597785977859,48.59963099630996,2024,2025
2025,LARANJEIRAS,Maternal I,27,285.0,4,0,4,0,44.4878573478587,30.0,61.0,23.0,71.0,0.05349348228090407,0.1357142857142857,38.67857142857142,2024,2025
2025,LARANJEIRAS,Maternal II,18,280.0,4,0,0,4,23.031272054446045,14.0,33.0,11.0,39.0,0.05349348228090407,0.06227106227106227,17.435897435897438,2024,2025
2025,LEBLON,Bercario,15,506.0,4,4,0,0,28.787801520256476,18.0,40.0,14.0,47.0,0.05349348228090407,0.04753199268738574,24.051188299817184,2024,2025
2025,LEBLON,Maternal I,12,288.0,4,0,4,0,25.067107433192277,16.0,35.0,12.0,42.0,0.05349348228090407,0.0599250936329588,17.258426966292134,2024,2025
2025,LEBLON,Maternal II,5,267.0,4,0,0,4,12.245774575743779,7.0,18.0,5.0,22.0,0.05349348228090407,0.017421602787456445,4.651567944250871,2024,2025
2025,LEME,Bercario,41,177.0,4,4,0,0,31.596837069591782,20.0,44.0,16.0,52.0,0.05349348228090407,0.24870466321243523,44.020725388601036,2024,2025
2025,LEME,Maternal I,25,103.0,4,0,4,0,28.12945518251141,18.0,39.0,14.0,46.0,0.05349348228090407,0.3263157894736842,33.61052631578948,2024,2025
2025,LEME,Maternal II,9,95.0,4,0,0,4,13.671336278158401,8.0,20.0,5.0,24.0,0.05349348228090407,0.07627118644067797,7.2457627118644075,2024,2025
2025,LINS VASCONCELOS,Bercario,173,654.0,4,4,0,0,141.41787896594062,99.0,187.0,81.0,217.0,0.05349348228090407,0.32791728212703103,214.4579025110783,2024,2025
2025,LINS VASCONCELOS,Maternal I,77,345.0,4,0,4,0,114.12989499098106,79.0,152.0,65.0,176.0,0.05349348228090407,0.22666666666666666,78.2,2024,2025
2025,LINS VASCONCELOS,Maternal II,29,375.0,4,0,0,4,65.3694536087118,44.0,88.0,36.0,103.0,0.05349348228090407,0.0829145728643216,31.092964824120603,2024,2025
2025,MADUREIRA,Bercario,164,778.0,4,4,0,0,175.5251337600982,123.0,232.0,102.0,268.0,0.05349348228090407,0.2532544378698225,197.0319526627219,2024,2025
2025,MADUREIRA,Maternal I,115,462.0,4,0,4,0,159.4613523466937,112.0,211.0,92.0,244.0,0.05349348228090407,0.279317697228145,129.04477611940297,2024,2025
2025,MADUREIRA,Maternal II,75,469.0,4,0,0,4,85.30010674635423,59.0,114.0,48.0,133.0,0.05349348228090407,0.13812154696132597,64.77900552486189,2024,2025
2025,MAGALHAES BASTOS,Bercario,71,404.0,4,4,0,0,90.39300737481314,62.0,121.0,51.0,140.0,0.05349348228090407,0.22624434389140272,91.4027149321267,2024,2025
2025,MAGALHAES BASTOS,Maternal I,80,228.0,4,0,4,0,78.04445804998473,53.0,105.0,43.0,122.0,0.05349348228090407,0.28292682926829266,64.50731707317073,2024,2025
2025,MAGALHAES BASTOS,Maternal II,66,205.0,4,0,0,4,36.97637629536619,24.0,51.0,19.0,60.0,0.05349348228090407,0.1859504132231405,38.1198347107438,2024,2025
2025,MANGUEIRA,Bercario,178,471.0,4,4,0,0,155.4184987163519,109.0,206.0,90.0,238.0,0.05349348228090407,0.39565217391304347,186.3521739130435,2024,2025
2025,MANGUEIRA,Maternal I,63,232.0,4,0,4,0,117.11797075064852,81.0,156.0,67.0,180.0,0.05349348228090407,0.2440944881889764,56.62992125984252,2024,2025
2025,MANGUEIRA,Maternal II,26,254.0,4,0,0,4,67.56667309302266,46.0,91.0,37.0,106.0,0.05349348228090407,0.14225941422594143,36.13389121338913,2024,2025
2025,MANGUINHOS,Bercario,261,728.0,4,4,0,0,139.01586526398717,97.0,184.0,80.0,213.0,0.05349348228090407,0.21921515561569688,159.58863328822733,2024,2025
2025,MANGUINHOS,Maternal I,186,391.0,4,0,4,0,114.22561287711886,79.0,152.0,65.0,176.0,0.05349348228090407,0.3064935064935065,119.83896103896103,2024,2025
2025,MANGUINHOS,Maternal II,111,385.0,4,0,0,4,59.26669829006383,40.0,80.0,32.0,93.0,0.05349348228090407,0.2018140589569161,77.6984126984127,2024,2025
2025,MARACANA,Bercario,11,278.0,4,4,0,0,29.369554505236668,19.0,41.0,14.0,48.0,0.05349348228090407,0.056105610561056105,15.597359735973598,2024,2025
2025,MARACANA,Maternal I,20,160.0,4,0,4,0,25.85986762036661,16.0,36.0,12.0,43.0,0.05349348228090407,0.05844155844155844,9.35064935064935,2024,2025
2025,MARACANA,Maternal II,5,154.0,4,0,0,4,13.115664538540825,7.0,19.0,5.0,23.0,0.05349348228090407,0.05202312138728324,8.011560693641618,2024,2025
2025,MARECHAL HERMES,Bercario,100,752.0,4,4,0,0,177.95312528035936,125.0,235.0,103.0,272.0,0.05349348228090407,0.17051282051282052,128.22564102564104,2024,2025
2025,MARECHAL HERMES,Maternal I,141,361.0,4,0,4,0,130.69191831176332,91.0,173.0,75.0,201.0,0.05349348228090407,0.4090909090909091,147.6818181818182,2024,2025
2025,MARECHAL HERMES,Maternal II,109,418.0,4,0,0,4,79.74088972819274,55.0,107.0,44.0,124.0,0.05349348228090407,0.21896162528216703,91.52595936794582,2024,2025
2025,MARIA GRACA,Bercario,23,82.0,4,4,0,0,12.526383671627933,7.0,19.0,5.0,23.0,0.05349348228090407,0.17475728155339806,14.330097087378642,2024,2025
2025,MARIA GRACA,Maternal I,7,55.0,4,0,4,0,12.8537041125177,7.0,19.0,5.0,23.0,0.05349348228090407,0.23809523809523808,13.095238095238095,2024,2025
2025,MARIA GRACA,Maternal II,8,63.0,4,0,0,4,7.758350983387591,4.0,12.0,2.0,15.0,0.05349348228090407,0.1,6.300000000000001,2024,2025
2025,MEIER,Bercario,68,453.0,4,4,0,0,57.271558666696166,39.0,77.0,31.0,90.0,0.05349348228090407,0.14428857715430862,65.3627254509018,2024,2025
2025,MEIER,Maternal I,59,242.0,4,0,4,0,46.806904251529,31.0,64.0,25.0,75.0,0.05349348228090407,0.3474903474903475,84.0926640926641,2024,2025
2025,MEIER,Maternal II,17,259.0,4,0,0,4,26.397182871739826,17.0,37.0,13.0,44.0,0.05349348228090407,0.15040650406504066,38.955284552845534,2024,2025
2025,MONERO,Bercario,5,55.0,4,4,0,0,9.038777845121725,5.0,14.0,3.0,17.0,0.05349348228090407,0.043478260869565216,2.391304347826087,2024,2025
2025,MONERO,Maternal I,0,24.0,4,0,4,0,6.034093234973014,3.0,10.0,1.0,12.0,0.05349348228090407,0.16666666666666666,4.0,2024,2025
2025,MONERO,Maternal II,1,30.0,4,0,0,4,3.974525557034707,1.0,7.0,0.0,9.0,0.05349348228090407,0.07142857142857142,2.142857142857143,2024,2025
2025,OLARIA,Bercario,215,782.0,4,4,0,0,164.04977113803642,115.0,217.0,95.0,251.0,0.05349348228090407,0.2636871508379888,206.20335195530726,2024,2025
2025,OLARIA,Maternal I,170,492.0,4,0,4,0,157.90203613068462,111.0,209.0,91.0,242.0,0.05349348228090407,0.35864978902953587,176.45569620253164,2024,2025
2025,OLARIA,Maternal II,86,474.0,4,0,0,4,80.16120439992312,55.0,107.0,45.0,125.0,0.05349348228090407,0.15113871635610765,71.63975155279502,2024,2025
2025,OSWALDO CRUZ,Bercario,61,460.0,4,4,0,0,97.9322196626075,68.0,131.0,55.0,152.0,0.05349348228090407,0.15831663326653306,72.82565130260521,2024,2025
2025,OSWALDO CRUZ,Maternal I,78,244.0,4,0,4,0,79.47148793919413,55.0,106.0,44.0,124.0,0.05349348228090407,0.3321678321678322,81.04895104895105,2024,2025
2025,OSWALDO CRUZ,Maternal II,84,286.0,4,0,0,4,49.085228352184735,33.0,67.0,26.0,78.0,0.05349348228090407,0.2873134328358209,82.17164179104478,2024,2025
2025,PACIENCIA,Bercario,670,2317.0,4,4,0,0,763.1848403883865,545.0,999.0,454.0,1151.0,0.05349348228090407,0.29825274278748476,691.0516050386021,2024,2025
2025,PACIENCIA,Maternal I,675,1251.0,4,0,4,0,630.3979071821211,450.0,826.0,374.0,951.0,0.05349348228090407,0.5390070921985816,674.2978723404256,2024,2025
2025,PACIENCIA,Maternal II,365,1410.0,4,0,0,4,374.4034399063348,266.0,492.0,221.0,567.0,0.05349348228090407,0.23799582463465555,335.57411273486434,2024,2025
2025,PADRE MIGUEL,Bercario,183,1047.0,4,4,0,0,217.3588086488219,153.0,287.0,127.0,331.0,0.05349348228090407,0.1816461684011353,190.18353831598864,2024,2025
2025,PADRE MIGUEL,Maternal I,173,510.0,4,0,4,0,161.977425200906,114.0,214.0,93.0,248.0,0.05349348228090407,0.30960264900662254,157.8973509933775,2024,2025
2025,PADRE MIGUEL,Maternal II,100,604.0,4,0,0,4,101.08448859082289,70.0,135.0,57.0,156.0,0.05349348228090407,0.22992125984251968,138.8724409448819,2024,2025
2025,PAQUETA,Bercario,26,42.0,4,4,0,0,11.026830207106906,6.0,17.0,4.0,20.0,0.05349348228090407,0.39655172413793105,16.655172413793103,2024,2025
2025,PAQUETA,Maternal I,9,33.0,4,0,4,0,13.254675152319363,7.0,20.0,5.0,24.0,0.05349348228090407,0.30952380952380953,10.214285714285715,2024,2025
2025,PAQUETA,Maternal II,20,42.0,4,0,0,4,8.889302872653715,5.0,14.0,3.0,17.0,0.05349348228090407,0.1935483870967742,8.129032258064516,2024,2025
2025,PARADA LUCAS,Bercario,109,533.0,4,4,0,0,89.38068854158577,62.0,119.0,50.0,139.0,0.05349348228090407,0.24954792043399637,133.00904159132006,2024,2025
2025,PARADA LUCAS,Maternal I,58,280.0,4,0,4,0,71.83370550986943,49.0,96.0,40.0,112.0,0.05349348228090407,0.266025641025641,74.48717948717949,2024,2025
